nedn,neun,nesw,time,gp,moid,KPI_FailedActiveUeDLSumPerSec,KPI_FailedActiveUeULSumPerSec,KPI_RRC_SetupFail,KPI_S1_SetupFail,KPI_Erab_SetupFail,KPI_CellDowntime-Auto_Mins,KPI_CellDowntime-Manual_Mins,pm_AbnormalRelENB,pm_AbnormalRelMME,LOAD_ActiveUeDLSumPerSec,LOAD_ActiveUeULSumPerSec,LOAD_DLVolumeMB,LOAD_ULVolumeMB,LOAD_pmSessionTimeUe,pmPdcchCceUtil,pmRadioRecInterferencePwr,pmRadioRecInterferencePwrPucch
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030566_HWY_116_LONE_PINE",030566_HWY_116_LONE_PINE,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030566_2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,394.62111111111113,395.5966666666667,151.989501953125,19.7169189453125,3095.0,"655764,79231,28862,75678,29675,13258,4667,7334,3066,1384,350,528,117,41,10,8,2,0,0,0","0,0,833016,61041,4168,1360,218,52,24,24,59,8,3,1,0,0","0,0,652096,213893,23191,4544,1648,2379,1407,619,189,8,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030566_HWY_116_LONE_PINE",030566_HWY_116_LONE_PINE,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030566_1_4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,312.6333333333333,675.9444444444445,321.2652587890625,8.9146728515625,949.0,"660862,91210,11657,62938,36810,17472,1935,11956,2951,1057,73,989,39,9,0,16,0,0,0,0","0,0,844772,48610,4385,1768,346,61,23,5,4,0,0,0,0,0","0,1,724998,134677,24651,7469,4087,1985,1237,538,301,30,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030566_HWY_116_LONE_PINE",030566_HWY_116_LONE_PINE,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030566_1",0.6213727720895049,1.048505877891559,0.0,0.0,2.0,0.0,0.0,0,0,182.06222222222223,307.21222222222224,129.58154296875,7.558837890625,1159.0,"595294,55087,8511,164000,23054,15470,2086,27853,3387,2052,192,2644,146,92,3,94,3,5,0,1","0,0,0,749920,135236,10283,2422,1238,574,225,62,9,5,0,0,0","0,0,8392,393040,318056,141055,33711,4171,844,384,301,20,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030566_HWY_116_LONE_PINE",030566_HWY_116_LONE_PINE,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030566_3",1.7146927730022252,3.719977714103781,0.0,1.0,0.0,0.0,0.0,0,0,598.4277777777778,1298.2722222222221,412.421142578125,22.8580322265625,2554.0,"339804,126084,59826,137715,65942,53968,21105,45495,19691,13573,4144,9165,1616,1023,172,512,80,52,0,7","0,0,99162,793979,4386,1073,698,353,90,37,115,64,17,0,0,0","0,0,597474,252063,36178,8030,3986,1869,312,41,10,11,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030566_HWY_116_LONE_PINE",030566_HWY_116_LONE_PINE,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030566_1_2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,114.52555555555556,169.88555555555556,380.4013671875,11.19775390625,635.0,"795793,3671,15546,1053,71474,6564,2487,304,2607,325,79,2,1,62,0,0,0,2,0,0","0,560081,206335,41104,32542,12856,6126,12328,17619,5408,4859,712,0,0,0,0","0,95571,372089,166018,78212,35433,19012,12163,21880,51074,43729,4356,428,5,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030566_HWY_116_LONE_PINE",030566_HWY_116_LONE_PINE,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030566_3_2",0.7287187322727907,1.1713020841040938,0.0,1.0,6.0,0.0,0.0,0,0,77.51777777777778,124.59777777777778,97.795166015625,7.39697265625,694.0,"816153,5292,6450,566,65736,3316,1115,113,1079,101,35,0,1,13,0,0,0,0,0,0","0,888190,9795,1024,660,179,80,28,9,1,0,2,2,0,0,0","0,797833,74252,16382,6929,2129,838,807,392,114,270,22,2,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030566_HWY_116_LONE_PINE",030566_HWY_116_LONE_PINE,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030566_3_4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0322222222222224,364.4422222222222,0.2557373046875,0.1500244140625,57.0,"770152,19087,1304,100046,3446,1630,94,3966,133,31,0,78,6,0,0,1,0,0,0,0","0,1,750877,8069,1861,4473,125076,8460,1018,45,60,13,7,9,5,0","0,0,379922,356266,19970,10376,128919,2999,937,127,327,53,52,26,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030566_HWY_116_LONE_PINE",030566_HWY_116_LONE_PINE,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030566_2_2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,88.36777777777777,154.54888888888888,195.019287109375,11.6915283203125,855.0,"817387,4739,4227,473,67630,3155,872,122,1179,148,22,0,0,16,0,0,0,0,0,0","0,859493,33958,4487,1322,331,167,64,81,38,23,5,1,0,0,0","0,689933,163372,28203,8993,4741,2694,1109,418,185,293,26,3,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030566_HWY_116_LONE_PINE",030566_HWY_116_LONE_PINE,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030566_2_4",0.562589371980673,3.9618454106279963,0.0,0.0,4.0,0.0,0.0,0,0,64.69777777777777,455.6122222222222,128.3631591796875,5.1800537109375,695.0,"722421,19203,2779,127074,14371,2697,373,9802,844,150,12,236,5,4,0,3,0,0,0,0","0,0,766758,4093,1717,3245,3669,1013,509,584,3254,115132,0,0,0,0","0,0,40807,415455,146290,58106,66765,31069,13094,5661,7656,115071,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030673_FREESTONE_BODEGA",030673_FREESTONE_BODEGA,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030673_3_2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,148.21666666666667,245.2888888888889,336.5504150390625,67.1199951171875,1323.0,"826914,6105,3665,257,58085,4059,510,98,194,70,10,2,0,2,0,0,0,0,0,0","5742,828314,63284,2039,362,104,33,15,16,3,45,12,1,1,0,0","720,842487,35784,11975,6150,2012,402,179,65,40,110,43,4,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030673_FREESTONE_BODEGA",030673_FREESTONE_BODEGA,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030673_2_2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,47.86,108.31777777777778,27.248779296875,3.7779541015625,640.0,"835279,567,1098,29,61518,1100,122,6,227,21,3,0,0,1,0,0,0,0,0,0","0,833540,16292,46184,3606,192,32,47,73,3,2,0,0,0,0,0","0,845221,46466,4851,1809,616,505,323,89,36,55,0,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030673_FREESTONE_BODEGA",030673_FREESTONE_BODEGA,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030673_1_2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12.471111111111112,17.502222222222223,18.9442138671875,1.543701171875,190.0,"838340,118,358,11,60706,267,44,0,127,0,0,0,0,0,0,0,0,0,0,0","0,893749,5368,502,213,75,37,21,4,1,1,0,0,0,0,0","0,850083,38387,8518,1339,347,232,209,275,188,393,0,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030673_FREESTONE_BODEGA",030673_FREESTONE_BODEGA,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030673_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,395.3277777777778,374.36,91.525390625,30.7906494140625,1232.0,"600468,63222,15584,121863,30557,21950,4732,28616,6468,3698,537,1945,128,143,1,53,1,4,0,1","0,4,841015,41442,15745,1393,270,62,37,2,1,0,0,0,0,0","0,0,463081,252479,115241,54576,12006,2005,361,176,46,0,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030673_FREESTONE_BODEGA",030673_FREESTONE_BODEGA,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030673_2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1170.0655555555556,902.2922222222222,720.45068359375,20.7464599609375,1974.0,"455534,124930,56352,53911,155876,24614,5384,5223,15213,2174,156,195,329,72,0,8,0,0,0,0","0,0,657753,123981,36447,27884,13772,12593,13950,9427,4164,0,0,0,0,0","0,0,352884,178963,39061,85523,188459,41444,11765,1692,180,0,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030673_FREESTONE_BODEGA",030673_FREESTONE_BODEGA,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030673_3",0.8877936791890338,1.3018644404691002,0.0,0.0,1.0,0.0,0.0,0,0,496.27666666666664,727.7422222222223,229.15234375,20.221923828125,2451.0,"628259,97079,31478,69720,38912,16759,5389,6354,3310,1516,495,483,142,46,8,20,0,1,0,0","0,14,791308,83461,17976,5794,1041,278,79,16,4,0,0,0,0,0","0,0,570449,270886,40959,9231,2363,2600,2727,556,200,0,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030111_HWY_35_280",030111_HWY_35_280,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030111_1_4",1.4974593064402502,1.6165905874027453,1.0,0.0,0.0,0.0,0.0,0,0,940.4044444444445,1015.2188888888888,812.2020263671875,45.57470703125,2977.0,"339683,83038,33685,148834,68383,51140,18981,68217,24072,20035,5622,24914,3155,3940,554,4474,350,446,15,443","0,0,2,2823,22789,51737,70022,83117,101684,115455,323975,107643,20030,692,12,0","0,0,0,7,705,5430,14108,25888,38715,56298,374441,291056,75565,15362,2383,23"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030111_HWY_35_280",030111_HWY_35_280,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030111_1",43.6980760570682,16.331113767591145,6.0,0.0,2.0,0.0,0.0,0,0,4531.214444444445,1693.4333333333334,1059.7996826171875,47.6038818359375,6350.0,"22717,68075,112588,112075,97786,96746,89090,72611,59931,50857,34575,37367,13110,12065,4022,10099,1957,2120,141,2043","0,0,0,980,30531,94064,142315,148320,126055,104613,205349,36453,9594,1566,122,12","0,0,0,568,2111,10052,28219,49717,68454,85562,400127,203051,41449,9655,959,50"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030111_HWY_35_280",030111_HWY_35_280,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030111_2",1.4936322751322697,1.4343095238095187,1.0,0.0,0.0,0.0,0.0,0,0,627.3255555555555,602.41,246.220947265625,37.5247802734375,4001.0,"569396,115178,50388,73401,39385,22167,9104,11430,5120,2463,794,849,191,72,16,16,1,3,0,0","0,0,89942,538497,196202,50960,11555,5409,3779,1668,1846,74,30,11,0,1","0,0,17639,336216,307764,127685,46355,27599,17072,7604,10843,1114,62,21,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030111_HWY_35_280",030111_HWY_35_280,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030111_3_4",42.248847352024924,36.66990654205608,0.0,60.0,0.0,0.0,0.0,0,0,376.7188888888889,326.97333333333336,546.908935546875,11.97412109375,1240.0,"769879,35516,4856,56538,23601,4438,547,3928,503,131,5,38,0,0,0,1,0,0,0,0","0,0,0,720748,171463,4576,700,609,476,546,839,24,0,0,0,0","0,0,0,588936,272590,19929,4290,4208,2923,2371,3857,771,106,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030111_HWY_35_280",030111_HWY_35_280,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030111_3",0.19823062558356608,0.4384873949579816,1.0,0.0,0.0,0.0,0.0,0,0,47.17888888888889,104.36,26.309814453125,5.7841796875,608.0,"785393,12903,1393,88264,5650,1709,149,4057,212,66,2,169,4,0,0,3,0,0,0,0","0,0,191503,377843,126992,67008,62376,32944,23168,11512,5676,805,139,8,0,0","0,0,18153,82247,87431,152172,170508,159714,103934,52891,66530,5839,521,34,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030111_HWY_35_280",030111_HWY_35_280,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030111_3_2",0.1857298474945527,1.4569779022720146,1.0,0.0,0.0,0.0,0.0,0,0,66.30555555555556,520.1411111111111,40.11767578125,4.024169921875,1038.0,"604214,253456,8327,31884,866,1155,31,47,0,1,0,0,0,0,0,0,0,0,0,0","0,0,765178,119371,11863,2590,636,196,77,40,28,2,0,0,0,0","0,18,412934,319798,88189,30541,12083,9467,12971,9363,4154,345,102,16,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030111_HWY_35_280",030111_HWY_35_280,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030111_2_2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17.038888888888888,57.99666666666667,7.797607421875,1.4573974609375,241.0,"813730,80782,2220,2920,135,189,0,5,0,0,0,0,0,0,0,0,0,0,0,0","0,0,714058,177807,7135,702,170,39,22,11,21,9,6,1,0,0","0,0,378307,377163,85063,32802,12802,7898,2963,1346,1559,73,5,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030111_HWY_35_280",030111_HWY_35_280,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030111_1_2",0.2788955868125295,0.740790354989945,0.0,0.0,2.0,0.0,0.0,0,0,208.19555555555556,553.0,260.68994140625,13.8839111328125,1992.0,"594928,183330,45454,47906,10424,13063,1224,3031,178,396,14,31,0,2,0,0,0,0,0,0","0,0,805,659599,167590,42722,16294,7850,3148,1242,660,51,16,2,2,0","0,0,10323,318922,272066,134782,74934,42019,22173,11574,11409,1569,184,21,4,1"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030111_HWY_35_280",030111_HWY_35_280,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030111_2_4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67.35777777777778,193.86444444444444,54.3878173828125,4.8365478515625,554.0,"798274,13256,2151,70700,8070,1883,348,4554,351,89,14,279,1,3,0,8,0,0,0,0","0,0,388570,508475,2468,283,66,41,15,8,26,21,8,0,0,0","0,0,218202,648759,24773,6916,876,378,53,14,10,0,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030636_MENDOCINO",030636_MENDOCINO,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030636_3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1234.0077777777778,1442.2855555555554,396.8331298828125,100.010986328125,4773.0,"210018,50283,18768,156711,150346,48108,14258,95661,81033,21644,5216,35683,6535,1577,170,3348,435,73,7,98","0,0,856478,43309,62,55,34,15,12,3,2,1,0,0,0,0","0,0,857138,39827,1516,1078,293,61,40,14,2,2,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030636_MENDOCINO",030636_MENDOCINO,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030636_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,232.8088888888889,532.79,191.0543212890625,5.3406982421875,740.0,"712728,55158,7728,87626,16311,8749,1322,8025,1170,539,85,484,30,8,0,9,0,0,0,0","0,0,698510,189234,11794,333,63,20,8,3,5,1,0,0,0,0","0,0,668382,223259,7025,870,241,122,42,25,5,0,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030636_MENDOCINO",030636_MENDOCINO,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030636_2",4.564598290598317,3.860051282051304,1.0,0.0,2.0,0.0,0.0,0,0,381.47,322.59,184.4483642578125,4.3099365234375,576.0,"578174,85783,12603,135422,9458,13242,1137,61254,500,495,30,1833,12,13,0,16,0,0,0,0","0,0,891336,7575,696,217,81,33,13,8,12,0,0,0,0,0","0,0,877408,19935,2067,449,111,1,0,0,0,0,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030871_FACEBOOK_WEST_CAMPUS_IDAS",030871_FACEBOOK_WEST_CAMPUS_IDAS,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030871_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.982222222222222,60.88666666666666,5.5614013671875,0.66259765625,260.0,"826304,8285,70,61269,2111,837,8,1037,10,18,0,26,0,0,0,0,0,0,0,0","0,0,0,0,0,795604,103053,709,305,150,147,3,2,2,0,0","0,0,0,0,0,886221,12895,451,212,100,96,0,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030871_FACEBOOK_WEST_CAMPUS_IDAS",030871_FACEBOOK_WEST_CAMPUS_IDAS,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030871_1_4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.016666666666667,17.326666666666668,22.89404296875,1.0924072265625,48.0,"839016,1288,170,58268,812,115,11,247,43,1,0,4,0,0,0,0,0,0,0,0","0,0,0,0,50046,836110,7444,2103,1236,973,2028,35,0,0,0,0","0,0,0,0,27005,846346,19916,2262,949,708,2738,48,3,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030871_FACEBOOK_WEST_CAMPUS_IDAS",030871_FACEBOOK_WEST_CAMPUS_IDAS,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030871_1_2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.717777777777778,42.60111111111111,8.979736328125,2.774658203125,437.0,"823677,5711,68164,1131,1250,16,5,21,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,24,882467,4249,1492,1221,1248,6821,1462,675,298,16,2","0,0,0,0,74,861321,11258,3034,1715,1336,17929,3236,71,1,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=330555_PETALUMA_ENB2",330555_PETALUMA_ENB2,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=330555_2_2",0.6646707818930071,1.7562911522633822,0.0,0.0,2.0,0.0,0.0,0,0,143.5688888888889,379.3588888888889,81.07275390625,39.9937744140625,2199.0,"813505,11376,1736,51648,17590,1577,243,1682,513,47,7,35,0,0,0,0,0,0,0,0","804427,65164,13768,5698,3391,2521,2004,1126,824,529,430,75,3,0,0,0","760616,88365,25657,9974,4840,3712,2097,1164,1052,964,1138,292,89,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=330555_PETALUMA_ENB2",330555_PETALUMA_ENB2,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=330555_2_4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.3377777777777777,8.305555555555555,0.251953125,0.1512451171875,28.0,"836210,1206,27,61775,199,112,2,416,0,1,0,11,0,0,0,0,0,0,0,0","0,0,16191,866772,13894,2148,615,202,68,26,43,1,0,0,0,0","0,0,25641,800089,57613,10243,3186,1503,777,384,468,55,1,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=330555_PETALUMA_ENB2",330555_PETALUMA_ENB2,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=330555_2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1007.1433333333333,847.6233333333333,310.0294189453125,65.2080078125,3586.0,"386121,132995,67225,105426,60931,49360,25794,28755,15144,11796,5322,6003,1946,1659,528,635,142,144,12,21","0,0,152320,707198,28892,6867,2670,1105,396,209,273,30,0,0,0,0","0,0,67185,675800,109294,23250,12543,7479,2735,979,526,119,34,16,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030680_CARMET",030680_CARMET,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030680_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,84.18666666666667,221.84333333333333,67.5953369140625,7.8961181640625,769.0,"777811,17316,2244,80853,10329,3421,463,6030,756,293,31,377,9,9,0,16,1,0,0,0","0,0,75,886128,9170,1849,800,272,185,188,976,316,0,0,0,0","0,0,46200,814410,29612,6128,1686,598,505,420,377,23,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030680_CARMET",030680_CARMET,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030680_2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.963333333333333,46.87222222222222,2.513427734375,1.3133544921875,428.0,"825414,2259,101,69239,1452,275,6,1171,15,7,0,20,0,0,0,0,0,0,0,0","0,0,2917,887546,5995,1902,586,365,249,141,237,21,0,0,0,0","0,0,108558,774391,12892,2855,853,318,44,26,17,5,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030539_SKYWALKER_RANCH",030539_SKYWALKER_RANCH,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030539_2",0.2791257726258371,1.4271545646635753,1.0,0.0,3.0,0.0,0.0,0,0,68.28333333333333,349.12888888888887,41.4307861328125,3.135498046875,864.0,"696272,24585,3095,132711,11872,5660,638,20377,1327,711,55,2469,35,35,1,125,1,1,0,0","0,0,0,505832,362983,24219,3842,1876,775,296,146,1,0,0,0,0","0,0,0,72078,586112,189509,38514,9168,2903,963,693,26,4,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030539_SKYWALKER_RANCH",030539_SKYWALKER_RANCH,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030539_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,305.2322222222222,1003.3033333333333,196.948486328125,7.1380615234375,1263.0,"214166,14965,2672,446438,44798,10796,856,147833,13442,2158,153,1662,6,18,0,7,0,0,0,0","0,0,83,815170,36958,43665,2961,737,199,76,112,9,0,0,0,0","0,0,3105,643502,96145,67025,52624,29292,7083,1099,94,1,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030539_SKYWALKER_RANCH",030539_SKYWALKER_RANCH,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030539_3_2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18.234444444444446,39.28111111111111,21.6966552734375,4.5244140625,411.0,"837376,61511,823,259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","364,859041,37842,2529,114,51,7,6,4,4,7,0,0,0,0,0","13353,800341,29434,40477,11274,4122,726,161,58,16,6,1,0,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030539_SKYWALKER_RANCH",030539_SKYWALKER_RANCH,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030539_2_2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,130.55777777777777,324.1355555555556,156.16552734375,12.2259521484375,2243.0,"744087,119492,18407,14520,2057,1277,72,56,2,0,0,0,0,0,0,0,0,0,0,0","0,167361,569445,115101,27977,10575,4725,2368,1571,539,281,27,0,0,0,0","0,114,55544,237429,203785,133278,107853,67179,38011,24326,30797,1609,45,0,0,0"
"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=MKT_030,MeContext=030539_SKYWALKER_RANCH",030539_SKYWALKER_RANCH,CXP102051/26_R28BY,Thu Jul 27 07:15:00 IST 2017,900,"ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=030539_3",0.7506938775510293,1.0462993197279036,1.0,0.0,0.0,0.0,0.0,0,0,183.92,256.3433333333333,176.75,7.6153564453125,1831.0,"734513,51143,8793,79141,12927,6187,898,5005,692,359,37,247,14,6,1,7,0,0,0,0","0,65,849574,34416,10890,2573,1209,610,315,168,145,4,1,0,0,0","0,684,690424,134620,28187,18893,13465,6915,3080,2113,1589,0,0,0,0,0"
